,Domain,Supergroup,Phylum,Worden_Taxonomy,Salmaso_Phyto,Salmaso_Taxonomy,Class,Order,Family,Genus,Species,ASV,Root,,Large_Scale,Worden_Phyto,Worden_Taxonomy2,All_Taxonomy,Diatoms_Curated,Diatoms_Curated_Top_10,Root_confidence,Domain_confidence,Supergroup_confidence,Phylum_confidence,Class_confidence,Order_confidence,Family_confidence,Genus_confidence,Species_confidence
87831c168d8bf16ac2626ce7bb358611,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,87831c168d8bf16ac2626ce7bb358611,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,74.2,74.2,67.4,63.8,62.5,62.5,62.5,,
87d61fb695c1e6b9f8f49f03bea4abfe,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-44,Dino-Group-II-Clade-44_X,Dino-Group-II-Clade-44_X_sp.,87d61fb695c1e6b9f8f49f03bea4abfe,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,98.6,98.6,98.6,98.6,98.6,98.6,98.6
89c8eb6dda6db5f5694e08a8971b28f9,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,89c8eb6dda6db5f5694e08a8971b28f9,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,69.6,69.6,68.2,64.1,62.7,60.9,60.9,,
8a63ce6aaad6b35b03c6a4f306a9959c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-4,Dino-Group-II-Clade-4_X,Dino-Group-II-Clade-4_X_sp.,8a63ce6aaad6b35b03c6a4f306a9959c,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,94.1,94.1,94.1,94.1,94.1
8a66477215288208c092e47cc61529ae,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,8a66477215288208c092e47cc61529ae,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,79.2,79.2,79.2,77.8,76.6,76.6,73.9,73.9,73.9
8a7bf05f300801ac451d18638bf436ae,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,8a7bf05f300801ac451d18638bf436ae,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,66.8,66.8,65.6,64.2,62.8,61.5,61.5,,
8ae7dc4b46ccefc2cd6f4891ddd12991,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22_X_sp.,8ae7dc4b46ccefc2cd6f4891ddd12991,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
8b29f344a7e8c6067ffeebf6fe88f03b,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,8b29f344a7e8c6067ffeebf6fe88f03b,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,78.1,78.1,78.1,78.1,78.1,78.1,78.1,,
8ca020b150e85bb897b7fb8efb6fb62c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,8ca020b150e85bb897b7fb8efb6fb62c,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,81.2,81.2,79.9,79.9,79.9,78.7,78.7,78.7,78.7
8d105510439b9f48ff15f10fe8d9aa38,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,8d105510439b9f48ff15f10fe8d9aa38,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2,98.2
92f41812e508b5e4c4622b1c3d3aecf9,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,92f41812e508b5e4c4622b1c3d3aecf9,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
998f85a27362dc7cd6a8f42a645e4435,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,998f85a27362dc7cd6a8f42a645e4435,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,65.8,65.8,61.1,61.1,61.1,61.1,61.1,,
99e406fa54a4d8b32185ad7f514dabf5,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,99e406fa54a4d8b32185ad7f514dabf5,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,74.2,74.2,74.2,72.5,72.5,72.5,63.3,63.3,63.3
9a401337997d00be4c9fda9d7809c7bb,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,unclassified_Syndiniales,,,,9a401337997d00be4c9fda9d7809c7bb,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,69.9,69.9,65.7,65.7,65.7,65.7,,,
9f9fb3a57820f2c40b5cd2a69b427c00,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,9f9fb3a57820f2c40b5cd2a69b427c00,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,77.6,76.3,76.3,76.3,76.3,76.3,76.3,76.3,76.3
a0a4d2be148241e56b3cc90fcaf044f5,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,unclassified_Syndiniales,,,,a0a4d2be148241e56b3cc90fcaf044f5,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,70.1,70.1,62.8,61.6,60.5,60.5,,,
a134a6035f649bfc5f667a91d90fedc4,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,unclassified_Syndiniales,,,,a134a6035f649bfc5f667a91d90fedc4,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,70.5,70.5,66.7,65.3,65.3,65.3,,,
a9a60829e6c19a4a3fe45fe4b1f95ce3,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Dino-Group-I-Clade-4_X,Dino-Group-I-Clade-4_X_sp.,a9a60829e6c19a4a3fe45fe4b1f95ce3,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,78.9,78.9,77.7,77.7,76.2,76.2,76.2,76.2,76.2
aa2e2395f2cc88e910071fbbf88b91c1,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26_X_sp.,aa2e2395f2cc88e910071fbbf88b91c1,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,75.6,75.6,71,68.8,68.8,68.8,61.3,61.3,61.3
abd027f9e55e19e610b7610d8bfbafb8,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,abd027f9e55e19e610b7610d8bfbafb8,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,69.6,68.5,64.7,64.7,63.3,63.3,63.3,,
acbb8a74aff8eb17ee872f5dfac3130d,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17_X_sp.,acbb8a74aff8eb17ee872f5dfac3130d,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
aecc43cb05d9cebbaeb2851c6d2cf90b,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-13,Dino-Group-II-Clade-13_X,Dino-Group-II-Clade-13_X_sp.,aecc43cb05d9cebbaeb2851c6d2cf90b,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
b2862bc2edfa617c53ff7e52f20ffd41,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-18,Dino-Group-II-Clade-18_X,Dino-Group-II-Clade-18_X_sp.,b2862bc2edfa617c53ff7e52f20ffd41,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
b28cc38e5ce3a7e57318d3cd11fafd5c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,b28cc38e5ce3a7e57318d3cd11fafd5c,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
b319942a0074193fd88be613649bc965,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-8,Dino-Group-II-Clade-8_X,Dino-Group-II-Clade-8_X_sp.,b319942a0074193fd88be613649bc965,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,81.1,81.1,79.8,79.8,78.2,78.2,76.5,76.5,76.5
b3cddcbd5a6ffa6b8bfd8b7cbff95e0e,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,b3cddcbd5a6ffa6b8bfd8b7cbff95e0e,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,71.1,71.1,65,63.8,63.8,63.8,63.8,,
b83efec3a03da8d797d3745ae84d46b0,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,b83efec3a03da8d797d3745ae84d46b0,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,,
ba569a0f256e299df147b5c37e3ace3e,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,ba569a0f256e299df147b5c37e3ace3e,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,78.2,78.2,73.1,70.5,70.5,70.5,70.5,70.5,70.5
bc295afb21ee337ebd53a9ecacbc19d6,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.,bc295afb21ee337ebd53a9ecacbc19d6,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
be35d8107381aaefc89f22510c1de544,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,be35d8107381aaefc89f22510c1de544,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,79.3,79.3,75.8,75.8,69.6,66.2,66.2,,
bf70233ea62dc7a659de4e1a1ded5979,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26_X_sp.,bf70233ea62dc7a659de4e1a1ded5979,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,78.9,77.4,76.2,74.5,74.5,74.5,74.5,74.5,74.5
bfc505fef5db5e19e0f1bdeb94a0862e,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,bfc505fef5db5e19e0f1bdeb94a0862e,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,69.4,68.1,62.8,62.8,62.8,62.8,62.8,,
c099b68e618aeb649c18cb8da9c31667,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12_X_sp.,c099b68e618aeb649c18cb8da9c31667,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,81.9,81.9,81.9,81.9,78.5,78.5,73.4,73.4,73.4
c435adc1dab3a51d361b69c6033b3a07,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,c435adc1dab3a51d361b69c6033b3a07,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,70,70,65.4,62.1,62.1,62.1,62.1,,
c5bf2d5b1c5a73bf6ebfb30072d127dc,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-4,Euduboscquella,unclassified_Euduboscquella,c5bf2d5b1c5a73bf6ebfb30072d127dc,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
c6a9c34e5c3e83e148981f41dbe00ec8,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,c6a9c34e5c3e83e148981f41dbe00ec8,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,74.9,74.9,74.9,70.3,68.7,67.3,67.3,,
c9daa86525be10064d9e6c1a1e28ab0a,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12_X_sp.,c9daa86525be10064d9e6c1a1e28ab0a,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
c9e0c68d768c96a8a0ae6955fbec9931,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,unclassified_Syndiniales,,,,c9e0c68d768c96a8a0ae6955fbec9931,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,69.4,69.4,62.4,62.4,60.4,60.4,,,
cfa93a60880c5ce0bafa6020cac71d73,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-33,Dino-Group-II-Clade-33_X,Dino-Group-II-Clade-33_X_sp.,cfa93a60880c5ce0bafa6020cac71d73,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,95.3,95.3,95.3,95.3,95.3,95.3,83,83,83
d1f2db39e0d9c690d6210f666937be08,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3_X_sp.,d1f2db39e0d9c690d6210f666937be08,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,99.2,99.2,99.2,99.2,99.2,89.8,89.8,89.8,89.8
d448cbcb619c90c4a57a09dc164a3185,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-16,Dino-Group-II-Clade-16_X,Dino-Group-II-Clade-16_X_sp.,d448cbcb619c90c4a57a09dc164a3185,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,97.4,97.4,97.4,97.4,60,60,60
d4b9f787d6f72e53b4f17c094426e3cf,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22_X_sp.,d4b9f787d6f72e53b4f17c094426e3cf,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5,92.5
d50547de80581a4a0ebb7332f4c11d68,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,d50547de80581a4a0ebb7332f4c11d68,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,73.4,73.4,69.3,63.4,62,60.2,60.2,,
d856536d1531e1f4f6beb0c8cebb8a5b,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,d856536d1531e1f4f6beb0c8cebb8a5b,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,84.1,84.1,82.8,81,81,81,81,81,81
d990f5452698d4e110b1c42c1e9123aa,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17_X_sp.,d990f5452698d4e110b1c42c1e9123aa,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8,83.8
daf1209b5c8ef68a4891f6f0a74398ca,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-V,Dino-Group-V_X,Dino-Group-V_XX,Dino-Group-V_XX_sp.,daf1209b5c8ef68a4891f6f0a74398ca,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,94.8,94.8,94.8,94.8
dd59583af20ce2305b94ccd19b851994,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,dd59583af20ce2305b94ccd19b851994,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,68.4,65.8,62.2,60.2,60.2,60.2,60.2,,
e0c697b29473c3942864ce8cb89e728c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-22,Dino-Group-II-Clade-22_X,Dino-Group-II-Clade-22_X_sp.,e0c697b29473c3942864ce8cb89e728c,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,98.3,98.3,96.6,96.6,96.6
e356cd50f3b910a8b4bfedec9bbfbebc,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-28,Dino-Group-II-Clade-28_X,Dino-Group-II-Clade-28_X_sp.,e356cd50f3b910a8b4bfedec9bbfbebc,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,80.2,80.2,78.7,78.7,78.7,78.7,76.9,76.9,76.9
e3e635831e7776e725c01299a68ff48c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-IV,Dino-Group-IV-Syndinium-Group,Syndinium,unclassified_Syndinium,e3e635831e7776e725c01299a68ff48c,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,98.1,60.5,60.5,60.5,60.5
e460ac98e3560f60199557009acea4ca,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,e460ac98e3560f60199557009acea4ca,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,70.7,70.7,68.4,63.9,63.9,62.4,62.4,,
e80c4cea373332411d6d26a0cd33ea07,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,unclassified_Syndiniales,,,,e80c4cea373332411d6d26a0cd33ea07,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,73.8,73.8,61.8,61.8,61.8,61.8,,,
eaea953c939eaa7ce6d453405393b0d9,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,eaea953c939eaa7ce6d453405393b0d9,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,79.9,79.9,79.9,78.4,78.4,78.4,75.6,75.6,75.6
eb180aa673ad1b67182f54e43af9c8d0,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-2,Dino-Group-II-Clade-2_X,Dino-Group-II-Clade-2_X_sp.,eb180aa673ad1b67182f54e43af9c8d0,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,82.8,82.8,81.6,80.1,80.1,80.1,78.8,78.8,78.8
ef0a6cca2ce58370c5ae48ad41c1ed9c,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-13,Dino-Group-II-Clade-13_X,Dino-Group-II-Clade-13_X_sp.,ef0a6cca2ce58370c5ae48ad41c1ed9c,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,78.6,78.6,77.3,75.6,70.3,70.3,63.8,63.8,63.8
ef865da4674c8439f6b2510fc9df34c3,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17_X_sp.,ef865da4674c8439f6b2510fc9df34c3,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7,83.7
f1b4713b0cb7250b57a739ab5239bf43,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,unclassified_Dino-Group-II,,,f1b4713b0cb7250b57a739ab5239bf43,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,73.5,73.5,72.4,64.8,64.8,64.8,64.8,,
f1e15357c7002bd0b8044ddd6151eb75,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,unclassified_Syndiniales,,,,f1e15357c7002bd0b8044ddd6151eb75,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,71.5,71.5,71.5,66.7,62.2,62.2,,,
f41095b1bd95cb63ad908e82d8b2f7cb,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,f41095b1bd95cb63ad908e82d8b2f7cb,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,92.4,92.4,75.2,75.2,75.2,73,70.5,70.5,70.5
f755d2bbb952c31960cd568c80602bb4,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26_X_sp.,f755d2bbb952c31960cd568c80602bb4,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3,97.3
f867744377a49ac04d08b52c07a85609,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-26,Dino-Group-II-Clade-26_X,Dino-Group-II-Clade-26_X_sp.,f867744377a49ac04d08b52c07a85609,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,86.4,86.4,81.5,81.5,79.6,79.6,67.7,67.7,67.7
f9268a1373eff6a9ccbbd0e8b1ab1e46,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,f9268a1373eff6a9ccbbd0e8b1ab1e46,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,78.7,78.7,75.6,75.6,74.5,74.5,74.5,74.5,74.5
f97adb151698cc56196682e18f9fab24,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-17,Dino-Group-II-Clade-17_X,Dino-Group-II-Clade-17_X_sp.,f97adb151698cc56196682e18f9fab24,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
f9a1199e9ef46ebd802bbbcba6775a56,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,f9a1199e9ef46ebd802bbbcba6775a56,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,97.7,97.7,97.7,97.7,97.7,97.7,97.7
fa9394b37cb85139e88dcfff3d8cc4e7,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Phytoplankton,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,fa9394b37cb85139e88dcfff3d8cc4e7,Root,,Dinoflagellata,Mixed,Syndiniales,Syndiniales,,,100,100,100,100,100,100,100,100,100
